sale_id,date,store_id,product_id,quantity,unit_price,revenue
SAL002184,2026-05-31,STR001,PRD028,3,499.0,1497.0
SAL002185,2026-05-31,STR001,PRD029,5,349.0,1745.0
SAL002186,2026-05-31,STR001,PRD031,3,999.0,2997.0
SAL002187,2026-05-31,STR001,PRD032,3,699.0,2097.0
SAL002188,2026-05-31,STR001,PRD033,3,849.0,2547.0
SAL002189,2026-05-31,STR001,PRD034,5,399.0,1995.0
SAL002190,2026-05-31,STR001,PRD035,8,449.0,3592.0
SAL002191,2026-05-31,STR001,PRD036,9,329.0,2961.0
SAL002192,2026-05-31,STR001,PRD037,4,379.0,1516.0
SAL002193,2026-05-31,STR001,PRD039,4,299.0,1196.0
SAL002194,2026-05-31,STR001,PRD040,8,249.0,1992.0
SAL002195,2026-05-31,STR002,PRD001,4,599.0,2396.0
SAL002196,2026-05-31,STR002,PRD002,6,2899.0,17394.0
SAL002197,2026-05-31,STR002,PRD003,3,3499.0,10497.0
SAL002198,2026-05-31,STR002,PRD004,4,1199.0,4796.0
SAL002199,2026-05-31,STR002,PRD009,4,299.0,1196.0
SAL002200,2026-05-31,STR002,PRD011,3,1599.0,4797.0
SAL002201,2026-05-31,STR002,PRD012,6,199.0,1194.0
SAL002202,2026-05-31,STR002,PRD014,3,899.0,2697.0
SAL002203,2026-05-31,STR002,PRD016,6,1199.0,7194.0
SAL002204,2026-05-31,STR002,PRD018,3,899.0,2697.0
SAL002205,2026-05-31,STR002,PRD020,3,1499.0,4497.0
SAL002206,2026-05-31,STR002,PRD023,1,1299.0,1299.0
SAL002207,2026-05-31,STR002,PRD024,6,1499.0,8994.0
SAL002208,2026-05-31,STR002,PRD026,7,299.0,2093.0
SAL002209,2026-05-31,STR002,PRD027,6,179.0,1074.0
SAL002210,2026-05-31,STR002,PRD030,7,199.0,1393.0
SAL002211,2026-05-31,STR002,PRD031,1,999.0,999.0
SAL002212,2026-05-31,STR002,PRD034,4,399.0,1596.0
SAL002213,2026-05-31,STR002,PRD035,1,449.0,449.0
SAL002214,2026-05-31,STR002,PRD036,10,329.0,3290.0
SAL002215,2026-05-31,STR002,PRD037,6,379.0,2274.0
SAL002216,2026-05-31,STR002,PRD039,3,299.0,897.0
SAL002217,2026-05-31,STR003,PRD001,4,599.0,2396.0
SAL002218,2026-05-31,STR003,PRD003,4,3499.0,13996.0
SAL002219,2026-05-31,STR003,PRD004,8,1199.0,9592.0
SAL002220,2026-05-31,STR003,PRD007,5,1999.0,9995.0
SAL002221,2026-05-31,STR003,PRD008,4,1499.0,5996.0
SAL002222,2026-05-31,STR003,PRD009,5,299.0,1495.0
SAL002223,2026-05-31,STR003,PRD013,1,249.0,249.0
SAL002224,2026-05-31,STR003,PRD015,1,449.0,449.0
SAL002225,2026-05-31,STR003,PRD016,4,1199.0,4796.0
SAL002226,2026-05-31,STR003,PRD018,2,899.0,1798.0
SAL002227,2026-05-31,STR003,PRD020,4,1499.0,5996.0
SAL002228,2026-05-31,STR003,PRD021,1,1099.0,1099.0
SAL002229,2026-05-31,STR003,PRD024,4,1499.0,5996.0
SAL002230,2026-05-31,STR003,PRD025,1,1899.0,1899.0
SAL002231,2026-05-31,STR003,PRD026,8,299.0,2392.0
SAL002232,2026-05-31,STR003,PRD028,4,499.0,1996.0
SAL002233,2026-05-31,STR003,PRD030,5,199.0,995.0
SAL002234,2026-05-31,STR003,PRD031,4,999.0,3996.0
SAL002235,2026-05-31,STR003,PRD034,4,399.0,1596.0
SAL002236,2026-05-31,STR003,PRD036,7,329.0,2303.0
SAL002237,2026-05-31,STR003,PRD038,4,429.0,1716.0
SAL002238,2026-05-31,STR003,PRD039,5,299.0,1495.0
SAL002239,2026-05-31,STR003,PRD040,8,249.0,1992.0
SAL002240,2026-05-31,STR004,PRD001,2,599.0,1198.0
SAL002241,2026-05-31,STR004,PRD002,5,2899.0,14495.0
SAL002242,2026-05-31,STR004,PRD003,5,3499.0,17495.0
SAL002243,2026-05-31,STR004,PRD005,1,2299.0,2299.0
SAL002244,2026-05-31,STR004,PRD006,4,1799.0,7196.0
SAL002245,2026-05-31,STR004,PRD007,4,1999.0,7996.0
SAL002246,2026-05-31,STR004,PRD008,2,1499.0,2998.0
SAL002247,2026-05-31,STR004,PRD009,9,299.0,2691.0
SAL002248,2026-05-31,STR004,PRD010,2,1299.0,2598.0
SAL002249,2026-05-31,STR004,PRD012,2,199.0,398.0
SAL002250,2026-05-31,STR004,PRD013,5,249.0,1245.0
SAL002251,2026-05-31,STR004,PRD016,1,1199.0,1199.0
SAL002252,2026-05-31,STR004,PRD017,2,649.0,1298.0
SAL002253,2026-05-31,STR004,PRD020,4,1499.0,5996.0
SAL002254,2026-05-31,STR004,PRD023,5,1299.0,6495.0
SAL002255,2026-05-31,STR004,PRD024,2,1499.0,2998.0
SAL002256,2026-05-31,STR004,PRD026,5,299.0,1495.0
SAL002257,2026-05-31,STR004,PRD027,4,179.0,716.0
SAL002258,2026-05-31,STR004,PRD030,5,199.0,995.0
SAL002259,2026-05-31,STR004,PRD031,2,999.0,1998.0
SAL002260,2026-05-31,STR004,PRD033,2,849.0,1698.0
SAL002261,2026-05-31,STR004,PRD034,2,399.0,798.0
SAL002262,2026-05-31,STR004,PRD036,9,329.0,2961.0
SAL002263,2026-05-31,STR004,PRD038,1,429.0,429.0
SAL002264,2026-05-31,STR004,PRD039,5,299.0,1495.0
SAL002265,2026-05-31,STR004,PRD040,6,249.0,1494.0
SAL002266,2026-06-01,STR001,PRD001,3,599.0,1797.0
SAL002267,2026-06-01,STR001,PRD002,1,2899.0,2899.0
SAL002268,2026-06-01,STR001,PRD005,2,2299.0,4598.0
SAL002269,2026-06-01,STR001,PRD006,2,1799.0,3598.0
SAL002270,2026-06-01,STR001,PRD007,2,1999.0,3998.0
SAL002271,2026-06-01,STR001,PRD009,5,299.0,1495.0
SAL002272,2026-06-01,STR001,PRD010,7,1299.0,9093.0
SAL002273,2026-06-01,STR001,PRD012,3,199.0,597.0
SAL002274,2026-06-01,STR001,PRD023,1,1299.0,1299.0
SAL002275,2026-06-01,STR001,PRD026,6,299.0,1794.0
SAL002276,2026-06-01,STR001,PRD027,1,179.0,179.0
SAL002277,2026-06-01,STR001,PRD028,3,499.0,1497.0
SAL002278,2026-06-01,STR001,PRD029,1,349.0,349.0
SAL002279,2026-06-01,STR001,PRD030,6,199.0,1194.0
SAL002280,2026-06-01,STR001,PRD035,4,449.0,1796.0
SAL002281,2026-06-01,STR001,PRD036,5,329.0,1645.0
SAL002282,2026-06-01,STR001,PRD040,5,249.0,1245.0
SAL002283,2026-06-01,STR002,PRD001,7,599.0,4193.0
SAL002284,2026-06-01,STR002,PRD002,1,2899.0,2899.0
SAL002285,2026-06-01,STR002,PRD004,3,1199.0,3597.0
SAL002286,2026-06-01,STR002,PRD006,5,1799.0,8995.0
SAL002287,2026-06-01,STR002,PRD007,5,1999.0,9995.0
SAL002288,2026-06-01,STR002,PRD008,3,1499.0,4497.0
SAL002289,2026-06-01,STR002,PRD011,5,1599.0,7995.0
SAL002290,2026-06-01,STR002,PRD013,5,249.0,1245.0
SAL002291,2026-06-01,STR002,PRD017,5,649.0,3245.0
SAL002292,2026-06-01,STR002,PRD018,3,899.0,2697.0
SAL002293,2026-06-01,STR002,PRD020,3,1499.0,4497.0
SAL002294,2026-06-01,STR002,PRD021,3,1099.0,3297.0
SAL002295,2026-06-01,STR002,PRD022,2,599.0,1198.0
SAL002296,2026-06-01,STR002,PRD023,5,1299.0,6495.0
SAL002297,2026-06-01,STR002,PRD025,2,1899.0,3798.0
SAL002298,2026-06-01,STR002,PRD026,8,299.0,2392.0
SAL002299,2026-06-01,STR002,PRD029,5,349.0,1745.0
SAL002300,2026-06-01,STR002,PRD030,6,199.0,1194.0
SAL002301,2026-06-01,STR002,PRD031,3,999.0,2997.0
SAL002302,2026-06-01,STR002,PRD036,2,329.0,658.0
SAL002303,2026-06-01,STR002,PRD037,3,379.0,1137.0
SAL002304,2026-06-01,STR002,PRD039,6,299.0,1794.0
SAL002305,2026-06-01,STR002,PRD040,8,249.0,1992.0
SAL002306,2026-06-01,STR003,PRD002,4,2899.0,11596.0
SAL002307,2026-06-01,STR003,PRD004,2,1199.0,2398.0
SAL002308,2026-06-01,STR003,PRD005,2,2299.0,4598.0
SAL002309,2026-06-01,STR003,PRD006,1,1799.0,1799.0
SAL002310,2026-06-01,STR003,PRD007,4,1999.0,7996.0
SAL002311,2026-06-01,STR003,PRD009,4,299.0,1196.0
SAL002312,2026-06-01,STR003,PRD011,1,1599.0,1599.0
SAL002313,2026-06-01,STR003,PRD012,1,199.0,199.0
SAL002314,2026-06-01,STR003,PRD014,1,899.0,899.0
SAL002315,2026-06-01,STR003,PRD015,4,449.0,1796.0
SAL002316,2026-06-01,STR003,PRD017,2,649.0,1298.0
SAL002317,2026-06-01,STR003,PRD018,2,899.0,1798.0
SAL002318,2026-06-01,STR003,PRD021,3,1099.0,3297.0
SAL002319,2026-06-01,STR003,PRD024,2,1499.0,2998.0
SAL002320,2026-06-01,STR003,PRD026,2,299.0,598.0
SAL002321,2026-06-01,STR003,PRD028,4,499.0,1996.0
SAL002322,2026-06-01,STR003,PRD030,7,199.0,1393.0
SAL002323,2026-06-01,STR003,PRD034,3,399.0,1197.0
SAL002324,2026-06-01,STR003,PRD036,6,329.0,1974.0
SAL002325,2026-06-01,STR003,PRD037,4,379.0,1516.0
SAL002326,2026-06-01,STR003,PRD038,2,429.0,858.0
SAL002327,2026-06-01,STR003,PRD039,3,299.0,897.0
SAL002328,2026-06-01,STR003,PRD040,3,249.0,747.0
SAL002329,2026-06-01,STR004,PRD001,6,599.0,3594.0
SAL002330,2026-06-01,STR004,PRD004,6,1199.0,7194.0
SAL002331,2026-06-01,STR004,PRD008,1,1499.0,1499.0
SAL002332,2026-06-01,STR004,PRD009,3,299.0,897.0
SAL002333,2026-06-01,STR004,PRD011,3,1599.0,4797.0
SAL002334,2026-06-01,STR004,PRD013,4,249.0,996.0
SAL002335,2026-06-01,STR004,PRD017,3,649.0,1947.0
SAL002336,2026-06-01,STR004,PRD018,1,899.0,899.0
SAL002337,2026-06-01,STR004,PRD021,2,1099.0,2198.0
SAL002338,2026-06-01,STR004,PRD023,1,1299.0,1299.0
SAL002339,2026-06-01,STR004,PRD024,1,1499.0,1499.0
SAL002340,2026-06-01,STR004,PRD025,4,1899.0,7596.0
SAL002341,2026-06-01,STR004,PRD026,2,299.0,598.0
SAL002342,2026-06-01,STR004,PRD027,1,179.0,179.0
SAL002343,2026-06-01,STR004,PRD029,1,349.0,349.0
SAL002344,2026-06-01,STR004,PRD030,4,199.0,796.0
SAL002345,2026-06-01,STR004,PRD031,3,999.0,2997.0
SAL002346,2026-06-01,STR004,PRD036,3,329.0,987.0
SAL002347,2026-06-01,STR004,PRD037,3,379.0,1137.0
SAL002348,2026-06-01,STR004,PRD038,2,429.0,858.0
SAL002349,2026-06-01,STR004,PRD039,4,299.0,1196.0
SAL002350,2026-06-02,STR001,PRD001,3,599.0,1797.0
SAL002351,2026-06-02,STR001,PRD004,6,1199.0,7194.0
SAL002352,2026-06-02,STR001,PRD005,1,2299.0,2299.0
SAL002353,2026-06-02,STR001,PRD007,3,1999.0,5997.0
SAL002354,2026-06-02,STR001,PRD010,8,1299.0,10392.0
SAL002355,2026-06-02,STR001,PRD011,1,1599.0,1599.0
SAL002356,2026-06-02,STR001,PRD015,2,449.0,898.0
SAL002357,2026-06-02,STR001,PRD016,1,1199.0,1199.0
SAL002358,2026-06-02,STR001,PRD017,3,649.0,1947.0
SAL002359,2026-06-02,STR001,PRD020,4,1499.0,5996.0
SAL002360,2026-06-02,STR001,PRD021,3,1099.0,3297.0
SAL002361,2026-06-02,STR001,PRD022,1,599.0,599.0
SAL002362,2026-06-02,STR001,PRD023,4,1299.0,5196.0
SAL002363,2026-06-02,STR001,PRD026,2,299.0,598.0
SAL002364,2026-06-02,STR001,PRD027,4,179.0,716.0
SAL002365,2026-06-02,STR001,PRD028,4,499.0,1996.0
SAL002366,2026-06-02,STR001,PRD029,3,349.0,1047.0
SAL002367,2026-06-02,STR001,PRD030,5,199.0,995.0
SAL002368,2026-06-02,STR001,PRD031,4,999.0,3996.0
SAL002369,2026-06-02,STR001,PRD034,1,399.0,399.0
SAL002370,2026-06-02,STR001,PRD035,7,449.0,3143.0
SAL002371,2026-06-02,STR001,PRD037,1,379.0,379.0
SAL002372,2026-06-02,STR001,PRD039,2,299.0,598.0
SAL002373,2026-06-02,STR001,PRD040,6,249.0,1494.0
SAL002374,2026-06-02,STR002,PRD001,2,599.0,1198.0
SAL002375,2026-06-02,STR002,PRD002,5,2899.0,14495.0
SAL002376,2026-06-02,STR002,PRD003,1,3499.0,3499.0
SAL002377,2026-06-02,STR002,PRD004,3,1199.0,3597.0
SAL002378,2026-06-02,STR002,PRD005,1,2299.0,2299.0
SAL002379,2026-06-02,STR002,PRD006,5,1799.0,8995.0
SAL002380,2026-06-02,STR002,PRD007,6,1999.0,11994.0
SAL002381,2026-06-02,STR002,PRD009,8,299.0,2392.0
SAL002382,2026-06-02,STR002,PRD011,5,1599.0,7995.0
SAL002383,2026-06-02,STR002,PRD012,5,199.0,995.0
SAL002384,2026-06-02,STR002,PRD015,5,449.0,2245.0
SAL002385,2026-06-02,STR002,PRD016,3,1199.0,3597.0
SAL002386,2026-06-02,STR002,PRD017,2,649.0,1298.0
SAL002387,2026-06-02,STR002,PRD019,1,1399.0,1399.0
SAL002388,2026-06-02,STR002,PRD023,2,1299.0,2598.0
SAL002389,2026-06-02,STR002,PRD024,3,1499.0,4497.0
SAL002390,2026-06-02,STR002,PRD025,1,1899.0,1899.0
SAL002391,2026-06-02,STR002,PRD026,8,299.0,2392.0
SAL002392,2026-06-02,STR002,PRD030,8,199.0,1592.0
SAL002393,2026-06-02,STR002,PRD031,3,999.0,2997.0
SAL002394,2026-06-02,STR002,PRD034,1,399.0,399.0
SAL002395,2026-06-02,STR002,PRD036,6,329.0,1974.0
SAL002396,2026-06-02,STR002,PRD038,5,429.0,2145.0
SAL002397,2026-06-02,STR002,PRD039,6,299.0,1794.0
SAL002398,2026-06-02,STR002,PRD040,2,249.0,498.0
SAL002399,2026-06-02,STR003,PRD001,6,599.0,3594.0
SAL002400,2026-06-02,STR003,PRD005,2,2299.0,4598.0
SAL002401,2026-06-02,STR003,PRD006,4,1799.0,7196.0
SAL002402,2026-06-02,STR003,PRD007,2,1999.0,3998.0
SAL002403,2026-06-02,STR003,PRD009,6,299.0,1794.0
SAL002404,2026-06-02,STR003,PRD012,2,199.0,398.0
SAL002405,2026-06-02,STR003,PRD013,4,249.0,996.0
SAL002406,2026-06-02,STR003,PRD016,3,1199.0,3597.0
SAL002407,2026-06-02,STR003,PRD018,1,899.0,899.0
SAL002408,2026-06-02,STR003,PRD019,1,1399.0,1399.0
SAL002409,2026-06-02,STR003,PRD020,3,1499.0,4497.0
SAL002410,2026-06-02,STR003,PRD021,1,1099.0,1099.0
SAL002411,2026-06-02,STR003,PRD024,4,1499.0,5996.0
SAL002412,2026-06-02,STR003,PRD025,3,1899.0,5697.0
SAL002413,2026-06-02,STR003,PRD026,2,299.0,598.0
SAL002414,2026-06-02,STR003,PRD028,4,499.0,1996.0
SAL002415,2026-06-02,STR003,PRD031,3,999.0,2997.0
SAL002416,2026-06-02,STR003,PRD032,1,699.0,699.0
SAL002417,2026-06-02,STR003,PRD033,2,849.0,1698.0
SAL002418,2026-06-02,STR003,PRD034,4,399.0,1596.0
SAL002419,2026-06-02,STR003,PRD037,4,379.0,1516.0
SAL002420,2026-06-02,STR003,PRD040,5,249.0,1245.0
SAL002421,2026-06-02,STR004,PRD001,2,599.0,1198.0
SAL002422,2026-06-02,STR004,PRD003,2,3499.0,6998.0
SAL002423,2026-06-02,STR004,PRD004,6,1199.0,7194.0
SAL002424,2026-06-02,STR004,PRD007,4,1999.0,7996.0
SAL002425,2026-06-02,STR004,PRD008,4,1499.0,5996.0
SAL002426,2026-06-02,STR004,PRD009,7,299.0,2093.0
SAL002427,2026-06-02,STR004,PRD013,3,249.0,747.0
SAL002428,2026-06-02,STR004,PRD015,4,449.0,1796.0
SAL002429,2026-06-02,STR004,PRD024,4,1499.0,5996.0
SAL002430,2026-06-02,STR004,PRD025,1,1899.0,1899.0
SAL002431,2026-06-02,STR004,PRD026,4,299.0,1196.0
SAL002432,2026-06-02,STR004,PRD027,3,179.0,537.0
SAL002433,2026-06-02,STR004,PRD028,4,499.0,1996.0
SAL002434,2026-06-02,STR004,PRD029,4,349.0,1396.0
SAL002435,2026-06-02,STR004,PRD030,6,199.0,1194.0
SAL002436,2026-06-02,STR004,PRD031,2,999.0,1998.0
SAL002437,2026-06-02,STR004,PRD034,2,399.0,798.0
SAL002438,2026-06-02,STR004,PRD036,7,329.0,2303.0
SAL002439,2026-06-02,STR004,PRD038,4,429.0,1716.0
SAL002440,2026-06-02,STR004,PRD040,2,249.0,498.0
SAL002441,2026-06-03,STR001,PRD001,4,599.0,2396.0
SAL002442,2026-06-03,STR001,PRD002,2,2899.0,5798.0
SAL002443,2026-06-03,STR001,PRD003,3,3499.0,10497.0
SAL002444,2026-06-03,STR001,PRD004,5,1199.0,5995.0
SAL002445,2026-06-03,STR001,PRD005,1,2299.0,2299.0
SAL002446,2026-06-03,STR001,PRD008,3,1499.0,4497.0
SAL002447,2026-06-03,STR001,PRD009,4,299.0,1196.0
SAL002448,2026-06-03,STR001,PRD010,5,1299.0,6495.0
SAL002449,2026-06-03,STR001,PRD011,1,1599.0,1599.0
SAL002450,2026-06-03,STR001,PRD012,1,199.0,199.0
SAL002451,2026-06-03,STR001,PRD013,3,249.0,747.0
SAL002452,2026-06-03,STR001,PRD016,1,1199.0,1199.0
SAL002453,2026-06-03,STR001,PRD017,3,649.0,1947.0
SAL002454,2026-06-03,STR001,PRD018,2,899.0,1798.0
SAL002455,2026-06-03,STR001,PRD020,2,1499.0,2998.0
SAL002456,2026-06-03,STR001,PRD022,2,599.0,1198.0
SAL002457,2026-06-03,STR001,PRD024,1,1499.0,1499.0
SAL002458,2026-06-03,STR001,PRD025,3,1899.0,5697.0
SAL002459,2026-06-03,STR001,PRD028,4,499.0,1996.0
SAL002460,2026-06-03,STR001,PRD031,2,999.0,1998.0
SAL002461,2026-06-03,STR001,PRD034,1,399.0,399.0
SAL002462,2026-06-03,STR001,PRD035,8,449.0,3592.0
SAL002463,2026-06-03,STR001,PRD038,1,429.0,429.0
SAL002464,2026-06-03,STR001,PRD039,2,299.0,598.0
SAL002465,2026-06-03,STR001,PRD040,4,249.0,996.0
SAL002466,2026-06-03,STR002,PRD001,7,599.0,4193.0
SAL002467,2026-06-03,STR002,PRD004,6,1199.0,7194.0
SAL002468,2026-06-03,STR002,PRD005,1,2299.0,2299.0
SAL002469,2026-06-03,STR002,PRD006,3,1799.0,5397.0
SAL002470,2026-06-03,STR002,PRD007,5,1999.0,9995.0
SAL002471,2026-06-03,STR002,PRD009,7,299.0,2093.0
SAL002472,2026-06-03,STR002,PRD012,5,199.0,995.0
SAL002473,2026-06-03,STR002,PRD013,2,249.0,498.0
SAL002474,2026-06-03,STR002,PRD017,3,649.0,1947.0
SAL002475,2026-06-03,STR002,PRD019,1,1399.0,1399.0
SAL002476,2026-06-03,STR002,PRD025,5,1899.0,9495.0
SAL002477,2026-06-03,STR002,PRD026,8,299.0,2392.0
SAL002478,2026-06-03,STR002,PRD027,1,179.0,179.0
SAL002479,2026-06-03,STR002,PRD028,3,499.0,1497.0
SAL002480,2026-06-03,STR002,PRD030,6,199.0,1194.0
SAL002481,2026-06-03,STR002,PRD036,3,329.0,987.0
SAL002482,2026-06-03,STR002,PRD040,6,249.0,1494.0
SAL002483,2026-06-03,STR003,PRD001,4,599.0,2396.0
SAL002484,2026-06-03,STR003,PRD005,2,2299.0,4598.0
SAL002485,2026-06-03,STR003,PRD007,5,1999.0,9995.0
SAL002486,2026-06-03,STR003,PRD009,3,299.0,897.0
SAL002487,2026-06-03,STR003,PRD011,3,1599.0,4797.0
SAL002488,2026-06-03,STR003,PRD012,3,199.0,597.0
SAL002489,2026-06-03,STR003,PRD013,1,249.0,249.0
SAL002490,2026-06-03,STR003,PRD016,4,1199.0,4796.0
SAL002491,2026-06-03,STR003,PRD018,2,899.0,1798.0
SAL002492,2026-06-03,STR003,PRD019,2,1399.0,2798.0
SAL002493,2026-06-03,STR003,PRD020,1,1499.0,1499.0
SAL002494,2026-06-03,STR003,PRD021,2,1099.0,2198.0
SAL002495,2026-06-03,STR003,PRD026,7,299.0,2093.0
SAL002496,2026-06-03,STR003,PRD027,3,179.0,537.0
SAL002497,2026-06-03,STR003,PRD028,3,499.0,1497.0
SAL002498,2026-06-03,STR003,PRD029,3,349.0,1047.0
SAL002499,2026-06-03,STR003,PRD030,3,199.0,597.0
SAL002500,2026-06-03,STR003,PRD031,3,999.0,2997.0
SAL002501,2026-06-03,STR003,PRD032,2,699.0,1398.0
SAL002502,2026-06-03,STR003,PRD035,1,449.0,449.0
SAL002503,2026-06-03,STR004,PRD001,7,599.0,4193.0
SAL002504,2026-06-03,STR004,PRD003,4,3499.0,13996.0
SAL002505,2026-06-03,STR004,PRD004,3,1199.0,3597.0
SAL002506,2026-06-03,STR004,PRD005,2,2299.0,4598.0
SAL002507,2026-06-03,STR004,PRD006,1,1799.0,1799.0
SAL002508,2026-06-03,STR004,PRD007,5,1999.0,9995.0
SAL002509,2026-06-03,STR004,PRD011,2,1599.0,3198.0
SAL002510,2026-06-03,STR004,PRD013,3,249.0,747.0
SAL002511,2026-06-03,STR004,PRD015,2,449.0,898.0
SAL002512,2026-06-03,STR004,PRD016,2,1199.0,2398.0
SAL002513,2026-06-03,STR004,PRD021,4,1099.0,4396.0
SAL002514,2026-06-03,STR004,PRD023,3,1299.0,3897.0
SAL002515,2026-06-03,STR004,PRD024,4,1499.0,5996.0
SAL002516,2026-06-03,STR004,PRD026,7,299.0,2093.0
SAL002517,2026-06-03,STR004,PRD028,5,499.0,2495.0
SAL002518,2026-06-03,STR004,PRD029,3,349.0,1047.0
SAL002519,2026-06-03,STR004,PRD031,2,999.0,1998.0
SAL002520,2026-06-03,STR004,PRD035,1,449.0,449.0
SAL002521,2026-06-03,STR004,PRD036,2,329.0,658.0
SAL002522,2026-06-03,STR004,PRD037,2,379.0,758.0
SAL002523,2026-06-03,STR004,PRD038,3,429.0,1287.0
SAL002524,2026-06-04,STR001,PRD002,1,2899.0,2899.0
SAL002525,2026-06-04,STR001,PRD003,4,3499.0,13996.0
SAL002526,2026-06-04,STR001,PRD004,5,1199.0,5995.0
SAL002527,2026-06-04,STR001,PRD006,1,1799.0,1799.0
SAL002528,2026-06-04,STR001,PRD007,4,1999.0,7996.0
SAL002529,2026-06-04,STR001,PRD008,4,1499.0,5996.0
SAL002530,2026-06-04,STR001,PRD010,5,1299.0,6495.0
SAL002531,2026-06-04,STR001,PRD011,4,1599.0,6396.0
SAL002532,2026-06-04,STR001,PRD012,1,199.0,199.0
SAL002533,2026-06-04,STR001,PRD013,2,249.0,498.0
SAL002534,2026-06-04,STR001,PRD016,3,1199.0,3597.0
SAL002535,2026-06-04,STR001,PRD018,2,899.0,1798.0
SAL002536,2026-06-04,STR001,PRD021,3,1099.0,3297.0
SAL002537,2026-06-04,STR001,PRD023,4,1299.0,5196.0
SAL002538,2026-06-04,STR001,PRD025,4,1899.0,7596.0
SAL002539,2026-06-04,STR001,PRD026,3,299.0,897.0
SAL002540,2026-06-04,STR001,PRD027,2,179.0,358.0
SAL002541,2026-06-04,STR001,PRD028,4,499.0,1996.0
SAL002542,2026-06-04,STR001,PRD029,4,349.0,1396.0
SAL002543,2026-06-04,STR001,PRD030,5,199.0,995.0
SAL002544,2026-06-04,STR001,PRD031,3,999.0,2997.0
SAL002545,2026-06-04,STR001,PRD034,1,399.0,399.0
SAL002546,2026-06-04,STR001,PRD035,5,449.0,2245.0
SAL002547,2026-06-04,STR001,PRD036,2,329.0,658.0
SAL002548,2026-06-04,STR001,PRD037,3,379.0,1137.0
SAL002549,2026-06-04,STR001,PRD038,2,429.0,858.0
SAL002550,2026-06-04,STR001,PRD039,4,299.0,1196.0
SAL002551,2026-06-04,STR001,PRD040,7,249.0,1743.0
SAL002552,2026-06-04,STR002,PRD001,7,599.0,4193.0
SAL002553,2026-06-04,STR002,PRD003,2,3499.0,6998.0
SAL002554,2026-06-04,STR002,PRD004,2,1199.0,2398.0
SAL002555,2026-06-04,STR002,PRD005,2,2299.0,4598.0
SAL002556,2026-06-04,STR002,PRD008,1,1499.0,1499.0
SAL002557,2026-06-04,STR002,PRD009,7,299.0,2093.0
SAL002558,2026-06-04,STR002,PRD011,3,1599.0,4797.0
SAL002559,2026-06-04,STR002,PRD012,1,199.0,199.0
SAL002560,2026-06-04,STR002,PRD013,5,249.0,1245.0
SAL002561,2026-06-04,STR002,PRD017,1,649.0,649.0
SAL002562,2026-06-04,STR002,PRD020,2,1499.0,2998.0
SAL002563,2026-06-04,STR002,PRD021,1,1099.0,1099.0
SAL002564,2026-06-04,STR002,PRD023,1,1299.0,1299.0
SAL002565,2026-06-04,STR002,PRD025,5,1899.0,9495.0
SAL002566,2026-06-04,STR002,PRD026,5,299.0,1495.0
SAL002567,2026-06-04,STR002,PRD027,5,179.0,895.0
SAL002568,2026-06-04,STR002,PRD028,3,499.0,1497.0
SAL002569,2026-06-04,STR002,PRD029,5,349.0,1745.0
SAL002570,2026-06-04,STR002,PRD030,8,199.0,1592.0
SAL002571,2026-06-04,STR002,PRD031,3,999.0,2997.0
SAL002572,2026-06-04,STR002,PRD036,3,329.0,987.0
SAL002573,2026-06-04,STR002,PRD037,1,379.0,379.0
SAL002574,2026-06-04,STR002,PRD039,6,299.0,1794.0
SAL002575,2026-06-04,STR002,PRD040,6,249.0,1494.0
SAL002576,2026-06-04,STR003,PRD001,6,599.0,3594.0
SAL002577,2026-06-04,STR003,PRD003,4,3499.0,13996.0
SAL002578,2026-06-04,STR003,PRD004,6,1199.0,7194.0
SAL002579,2026-06-04,STR003,PRD005,3,2299.0,6897.0
SAL002580,2026-06-04,STR003,PRD006,1,1799.0,1799.0
SAL002581,2026-06-04,STR003,PRD007,5,1999.0,9995.0
SAL002582,2026-06-04,STR003,PRD009,7,299.0,2093.0
SAL002583,2026-06-04,STR003,PRD010,2,1299.0,2598.0
SAL002584,2026-06-04,STR003,PRD011,1,1599.0,1599.0
SAL002585,2026-06-04,STR003,PRD012,4,199.0,796.0
SAL002586,2026-06-04,STR003,PRD013,4,249.0,996.0
SAL002587,2026-06-04,STR003,PRD017,2,649.0,1298.0
SAL002588,2026-06-04,STR003,PRD018,2,899.0,1798.0
SAL002589,2026-06-04,STR003,PRD020,1,1499.0,1499.0
SAL002590,2026-06-04,STR003,PRD021,4,1099.0,4396.0
SAL002591,2026-06-04,STR003,PRD023,3,1299.0,3897.0
SAL002592,2026-06-04,STR003,PRD024,1,1499.0,1499.0
SAL002593,2026-06-04,STR003,PRD026,7,299.0,2093.0
SAL002594,2026-06-04,STR003,PRD028,3,499.0,1497.0
SAL002595,2026-06-04,STR003,PRD030,5,199.0,995.0
SAL002596,2026-06-04,STR003,PRD034,4,399.0,1596.0
SAL002597,2026-06-04,STR003,PRD036,3,329.0,987.0
SAL002598,2026-06-04,STR003,PRD037,1,379.0,379.0
SAL002599,2026-06-04,STR003,PRD039,7,299.0,2093.0
SAL002600,2026-06-04,STR003,PRD040,6,249.0,1494.0
SAL002601,2026-06-04,STR004,PRD001,5,599.0,2995.0
SAL002602,2026-06-04,STR004,PRD002,2,2899.0,5798.0
SAL002603,2026-06-04,STR004,PRD004,5,1199.0,5995.0
SAL002604,2026-06-04,STR004,PRD007,5,1999.0,9995.0
